0,0.59202,9.8807,0.49218,0.017188,0.019043,0.0045114,47.873,85.502,50.149,0
0.1,0.61238,9.8739,0.48379,0.013974,0.017937,0.0087445,47.911,85.498,50.101,0
0.2,0.60474,9.8598,0.50565,0.011847,0.019021,0.0076664,47.76,85.481,50.248,0
0.3,0.6031,9.8708,0.53229,0.019284,0.012653,0.0044938,47.731,85.474,50.281,0
0.4,0.58334,9.8691,0.5028,0.016095,0.014791,0.0044792,47.856,85.474,50.15,0
0.5,0.59007,9.8666,0.50849,0.017164,0.014801,0.0034216,47.937,85.486,50.062,0
0.6,0.59846,9.8684,0.49487,0.020366,0.01479,0.003448,47.888,85.501,50.12,0
0.7,0.57136,9.8684,0.49996,0.017156,0.013724,0.0044821,47.885,85.504,50.124,0
0.8,0.58453,9.8717,0.48005,0.016121,0.019047,0.0045026,47.979,85.498,50.022,0
0.9,0.58244,9.8597,0.48724,0.019287,0.012679,0.0023612,47.974,85.507,50.033,0
1,0.58693,9.8516,0.48394,0.018232,0.015809,0.0077016,48.165,85.514,49.835,0
1.1,0.59621,9.8874,0.49667,0.018232,0.015809,0.0077016,48.041,85.512,49.961,0
1.2,0.59965,9.8718,0.50789,0.01184,0.016946,0.0033894,48.067,85.5,49.933,0
1.3,0.59816,9.8763,0.48694,0.011838,0.016933,0.0044557,48.152,85.492,49.844,0
1.4,0.59546,9.876,0.50849,0.01716,0.013763,0.0012831,48.291,85.49,49.701,0
1.5,0.58558,9.8795,0.48439,0.019296,0.014767,0.0055719,48.189,85.497,49.805,0
1.6,0.60265,9.8784,0.50071,0.011855,0.020098,0.006606,48.252,85.502,49.743,0
1.7,0.60519,9.867,0.50939,0.01822,0.012682,0.0023524,48.17,85.497,49.825,0
1.8,0.57465,9.8738,0.50505,0.015035,0.015871,0.0034099,48.057,85.49,49.937,0
1.9,0.58977,9.8688,0.48784,0.01716,0.014761,0.0066206,48.211,85.493,49.775,0
2,0.59636,9.8941,0.50251,0.019314,0.017946,0.0066558,48.262,85.498,49.721,0
2.1,0.59861,9.8693,0.49517,0.017153,0.013697,0.0066148,48.084,85.491,49.911,0
2.2,0.60579,9.8827,0.49263,0.017168,0.015838,0.0055601,47.958,85.478,50.042,0
