4.3,-0.25252,-0.41179,9.3672,-0.0048352,-0.0075296,0.091986,49.538,-2.3269,0.24642,0
4.4,-1.2294,-0.89334,10.297,-0.0056459,-0.10339,0.15605,48.774,-2.3434,0.2919,0
4.5,1.1191,-1.1266,9.5585,-0.0024746,0.26711,0.083692,48.228,-2.296,0.81936,0
4.6,1.1954,-0.28201,9.992,-0.013102,-0.059533,-0.044879,48.053,-2.2869,1.3763,0
4.7,0.15463,-0.35416,9.6546,-0.0014466,-0.040385,-0.06205,48.358,-2.2802,0.97743,0
4.8,0.88406,-0.71072,9.3551,-0.0041812,0.0021247,0.015002,48.53,-2.3504,0.65439,0
4.9,0.039368,-0.54112,9.8378,0.0067474,-0.048863,-0.122,48.923,-2.3175,0.51097,0
5,-0.31165,-0.90322,9.7149,-0.0012799,0.073503,-0.052313,49.453,-2.3724,0.51263,0
5.1,-1.2128,0.23905,10.359,-0.025468,-0.069161,0.035395,49.362,-2.3886,0.60167,0
5.2,1.0243,0.13682,9.7825,0.0044113,0.19267,-0.0083911,49.305,-2.3581,1.0123,0
5.3,0.88586,-0.72464,9.7715,0.008985,-0.078697,-0.097449,49.698,-2.4616,1.3406,0
5.4,0.12858,-0.87418,9.5588,-0.010419,-0.048992,0.053489,49.818,-2.4902,0.81984,0
5.5,0.39353,-0.14071,10.15,-0.01396,-0.03934,-0.010635,49.698,-2.4299,0.61876,0
5.6,-0.40431,-0.6959,9.2273,-0.015453,0.055304,0.088916,49.58,-2.3952,0.40901,0
5.7,-0.95187,-0.18786,9.9926,-0.038074,0.049887,0.24305,48.525,-2.3739,0.65194,0
5.8,1.4557,-0.45685,10.093,0.0094793,0.35647,0.10829,48.008,-2.2789,1.5977,0
5.9,0.57181,-1.8331,10.513,-0.029093,-0.16702,-0.024559,48.019,-2.274,2.1343,0
6,1.4367,0.29474,8.8735,-0.027223,-0.025574,0.096402,47.49,-2.1615,1.11,0
6.1,-0.34488,0.23501,9.9895,-0.0045545,-0.084045,-0.037478,47.461,-2.0389,0.73611,0
6.2,-0.6736,-1.2601,9.7458,-0.017292,0.044609,0.14452,47.355,-2.0314,0.48707,0
6.3,-0.11511,1.8907,9.2906,-0.025808,0.11189,-0.059588,46.412,-1.9203,0.52732,0
6.4,0.49727,1.4906,10.587,0.0072704,0.087319,-0.051289,46.795,-1.9701,1.3988,0
6.5,0.90861,-2.0272,9.0011,0.017967,-0.0021454,-0.028999,47.36,-2.0941,0.96169,0
6.6,-0.2157,-0.15238,10.499,-0.0037918,-0.071216,-0.095213,47.621,-2.1234,0.88643,0
6.7,-0.28905,-0.13218,9.2862,-0.0014354,0.023492,-0.071609,48.089,-2.1367,0.49303,0
6.8,-0.72404,-1.6452,9.2698,0.0053524,0.038311,-0.0032067,48.405,-2.222,0.51367,0
6.9,0.40611,0.85487,10.675,-0.013555,0.16587,0.22054,47.178,-2.3533,1.2889,0
7,0.17035,0.23621,9.7214,-0.033003,-0.12255,0.2268,45.814,-2.3413,1.133,0
7.1,0.63408,-1.002,9.4455,-0.024288,-0.0088816,0.4343,44.103,-2.2612,0.48069,0
7.2,-0.20148,0.41928,9.328,-0.044828,-0.036653,0.58305,41.082,-2.0849,-0.0012922,0
7.3,-0.77464,1.2288,10.386,-0.027434,0.014539,0.43969,38.004,-1.9468,-0.093348,0
7.4,1.2119,-2.022,8.4177,0.019825,0.24326,0.45991,36.087,-1.9863,-0.0038097,0
7.5,0.35012,-0.66926,10.537,0.010866,0.04427,0.41807,33.586,-2.0609,0.70962,0
7.6,0.65683,-0.68752,9.2949,-0.028181,0.029389,0.49531,31.089,-1.9969,0.44806,0
7.7,0.17993,-0.50804,9.8628,-0.042102,0.022855,0.68039,27.688,-1.8806,0.49871,0
7.8,-0.27049,0.90936,9.5199,-0.045256,0.073959,0.6794,23.627,-1.6482,0.44277,0
7.9,-0.82359,1.1465,10.451,-0.012662,0.040082,0.40646,20.421,-1.5572,0.79719,0
8,0.61851,0.71626,10.402,-0.04134,0.1528,0.60139,17.425,-1.5326,1.4454,0
8.1,0.31659,0.07679,9.9929,-0.082105,-0.10896,0.60462,14.005,-1.3938,1.3392,0
8.2,0.42557,0.3585,10.06,-0.06518,-0.011225,0.75644,10.021,-1.1675,0.90833,0
8.3,-0.035476,1.0529,9.1804,-0.044725,-0.033668,0.79584,5.4606,-0.94674,0.35423,0
8.4,-0.51717,1.0194,9.7561,-0.019948,0.013261,0.63853,1.3132,-0.8152,0.29051,0
8.5,0.14176,-0.97657,9.0196,-0.0053082,0.093125,0.57114,-1.927,-0.81086,0.27924,0
8.6,0.072749,0.2187,10.465,-0.037688,0.031335,0.70603,-5.7616,-0.75162,0.74739,0
8.7,0.6724,0.19385,9.0719,-0.025411,-0.053967,0.82135,-10.038,-0.65962,0.14696,0
8.8,-0.30836,0.27977,10.179,-0.018162,-0.041362,0.97422,-15.182,-0.52927,-0.14032,0
8.9,-0.25806,0.97193,9.5138,-0.011849,0.055522,0.94112,-20.785,-0.47708,-0.29618,0
9,-0.76027,1.0216,9.9048,0.001746,0.034434,0.70148,-25.556,-0.47712,-0.11375,0
9.1,0.55834,0.79649,10.425,-0.034759,0.17172,0.82592,-30.014,-0.45796,0.68845,0
9.2,0.56882,0.66926,9.3139,-0.028045,-0.045353,0.72834,-34.39,-0.37876,0.67042,0
9.3,0.17349,0.54053,10.146,-0.02985,0.023796,0.77548,-38.69,-0.3195,0.62206,0
9.4,0.015717,0.84694,9.45,-0.012827,-0.0028565,0.77319,-43.185,-0.29865,0.39223,0
9.5,-0.76236,1.3506,9.8048,0.013576,0.0005084,0.53135,-47.049,-0.33829,0.38496,0
9.6,0.75144,0.83841,9.3614,-0.007965,0.21334,0.64827,-50.118,-0.48047,0.78693,0
9.7,0.4317,-0.030686,10.144,-0.025644,-0.099514,0.59247,-53.686,-0.50772,1.0285,0
9.8,0.85308,0.12828,9.6185,-0.012289,0.014271,0.67376,-57.134,-0.45962,0.50866,0
9.9,-0.10299,0.63214,9.6694,-0.0024624,-0.07842,0.73241,-61.168,-0.47763,0.15125,0
10,-0.63962,1.1017,9.7383,0.028832,0.040869,0.58368,-65.028,-0.58712,-0.010738,0
10.1,0.79036,-2.2416,8.1528,0.036987,0.174,0.49073,-67.629,-0.81759,0.00073276,0
10.2,-0.090262,-0.57016,10.738,-0.025298,0.00050147,0.63748,-70.968,-0.93176,0.51366,0
10.3,-0.23636,0.26181,9.7214,-0.040477,-0.12098,0.80855,-75.176,-0.78094,-0.21398,0
10.4,-0.3603,0.59322,9.942,-0.00024341,-0.086085,0.94411,-80.198,-0.64271,-0.95831,0
10.5,-0.37422,0.7468,9.2834,0.026758,-0.047886,0.99956,-85.832,-0.63939,-1.5551,0
10.6,-1.0323,1.023,9.8211,0.025719,0.050252,0.79222,-91.078,-0.71526,-1.578,0
10.7,0.68048,1.2987,9.5437,-0.026289,0.22814,0.80453,-95.679,-0.70456,-0.76554,0
10.8,0.67465,0.15448,9.656,-0.0047186,-0.0028011,0.69615,-99.962,-0.62348,-0.40295,0
10.9,0.13936,0.39653,9.9669,-0.019359,0.11004,0.72844,-104.06,-0.57603,-0.14068,0
11,-0.34997,0.82224,9.4888,-0.00046978,0.091946,0.67589,-108.15,-0.57572,0.078584,0
11.1,-0.41569,1.7521,9.5506,-0.0060006,0.03363,0.4556,-111.68,-0.62803,0.079729,0
11.2,0.34219,0.70893,10.457,-0.013283,0.11027,0.47497,-114.45,-0.72251,0.64582,0
11.3,0.29055,-0.53424,9.4362,-0.0075208,-0.033358,0.38497,-116.73,-0.7354,0.56816,0
11.4,0.42616,0.43649,10.171,-0.034205,-0.030093,0.37981,-119.1,-0.63332,0.3615,0
11.5,0.017364,0.42601,9.3184,-0.0018429,0.031701,0.24171,-120.9,-0.58717,0.13142,0
11.6,-0.87882,0.10343,10.194,0.011856,0.02105,0.2138,-122.18,-0.63903,0.37859,0
11.7,0.27573,-0.095651,9.5331,0.013644,0.12119,0.13262,-123.12,-0.75887,0.49966,0
11.8,0.54457,-0.22902,10.174,0.019637,-0.055491,0.090697,-123.74,-0.90065,0.61737,0
11.9,-0.026196,-0.066761,9.656,0.01097,-0.039475,0.062972,-124.17,-1.0143,0.20667,0
12,-0.37602,-0.069905,9.2047,0.020465,0.046757,0.028775,-124.45,-1.1483,0.067481,0
12.1,0.012125,-0.39368,9.7952,0.014119,0.069122,0.034189,-124.63,-1.3236,0.36779,0
12.2,-0.8902,-0.6007,9.9781,0.0052496,-0.070266,-0.0022461,-124.74,-1.4088,0.24931,0
12.3,-0.90741,0.0097298,9.4681,-0.01067,-0.041494,0.0064486,-124.86,-1.4235,-0.36143,0
12.4,-0.98914,0.064965,9.759,-0.024671,0.0011523,-0.026559,-124.85,-1.404,-0.68032,0
12.5,-1.0836,-0.43365,9.4338,-0.00013955,-0.010621,-0.023534,-124.65,-1.4053,-0.99983,0
12.6,-0.98031,-0.23411,9.8426,0.0020746,0.018104,-0.013897,-124.58,-1.4521,-1.0511,0
12.7,-0.74246,-0.40566,9.7323,0.0021215,0.0063847,-0.0032163,-124.51,-1.5145,-1.1009,0
12.8,-0.5748,-0.21435,9.6522,-0.0031649,0.034071,5.65E-05,-124.53,-1.5544,-1.1262,0
12.9,-0.48649,-0.1669,9.7148,-0.0075229,0.058586,-0.021274,-124.49,-1.5623,-0.98317,0
13,-0.2889,-0.28635,9.7979,-0.0063879,0.051118,-0.0073889,-124.41,-1.5649,-0.75576,0
13.1,-0.097148,-0.26944,9.8392,-0.011696,0.027704,0.001179,-124.41,-1.5593,-0.62025,0
13.2,-0.054038,-0.25387,9.7257,-0.014904,0.019197,0.0011928,-124.44,-1.5325,-0.61762,0
13.3,-0.022453,-0.19714,9.7376,-0.011699,0.030899,0.00011292,-124.47,-1.496,-0.58487,0
13.4,0.077239,-0.1928,9.7811,-0.0085221,0.03196,-0.0041854,-124.46,-1.478,-0.50631,0
13.5,0.049996,-0.20747,9.7979,-0.0043021,0.015987,-0.0095775,-124.43,-1.4821,-0.4679,0
13.6,0.011077,-0.23247,9.7572,-0.0042882,0.0064028,-0.0053101,-124.4,-1.5011,-0.51413,0
13.7,-0.034279,-0.27333,9.7599,-0.0032043,0.0063969,-0.0021098,-124.38,-1.5184,-0.5757,0
13.8,-0.13442,-0.22094,9.7558,-0.0074664,-0.0021103,5.01E-05,-124.39,-1.5349,-0.67434,0
13.9,-0.21675,-0.27004,9.7048,-0.008529,0.0074736,-0.0010021,-124.39,-1.5372,-0.77266,0
14,-0.2166,-0.22079,9.7226,-0.0085157,0.026635,-0.0020522,-124.39,-1.5346,-0.78267,0
