Time,Acceleration X,Acceleration Y,Acceleration Z,Angular Velocity X,Angular Velocity Y,Angular Velocity Z,Yaw,Pitch,Roll
0,-9.2512,-3.0194,0.43664,-0.014041,0.027467,0.2805,-107.23,-17.978,-87.293
0.099,-9.3118,-2.8558,0.4335,0.024264,0.042173,0.46005,-107.25,-15.439,-87.142
0.198,-9.341,-2.5836,0.48125,0.00054462,0.047942,0.69023,-61.802,-12.645,-86.948
0.297,-9.4605,-2.1735,0.53199,-0.008174,0.060229,0.90564,-61.91,-8.5069,-86.816
0.396,-9.6647,-1.4463,0.51613,-0.023363,0.078901,1.2095,-62.093,-3.1618,-86.55
0.495,-9.5524,-0.86475,0.63004,-0.02786,0.11073,1.5659,-62.298,3.8775,-86.154
0.593,-9.5721,0.46149,0.67974,-0.052874,0.11527,1.9837,-62.721,12.791,-85.618
0.692,-9.6072,1.9879,0.69695,-0.037156,0.14739,2.3978,-63.327,23.795,-84.847
0.791,-8.8372,3.7252,0.70578,-0.052732,0.16127,3.0067,-64.571,37.099,-83.527
0.89,-7.9287,5.6596,1.1466,-0.0897,0.11871,3.3634,-67.2,53.308,-80.952
0.989,-3.9108,8.4911,0.95007,-0.076675,0.17286,3.4566,-74.483,71.057,-73.765
1.087,-0.85936,9.9929,0.80892,-0.080608,0.24826,3.5561,-153.27,85.154,4.9148
1.186,2.1831,9.5132,0.98091,-0.044416,0.23616,3.5798,134,69.561,77.997
1.285,5.8022,8.1856,0.24878,-0.0038392,0.23618,3.5673,127.64,50.558,84.921
1.384,8.2574,5.597,0.29414,-0.02329,0.16983,3.4292,125.73,31.214,87.411
1.483,10.128,2.3024,-0.039368,0.0028501,0.21392,3.2111,124.89,12.608,88.669
1.582,9.8212,-0.87897,0.20313,-0.041891,0.18991,3.0112,124.45,-4.9997,89.641
1.68,9.6051,-3.8424,0.029189,-0.080247,0.19072,2.9543,124.35,-21.961,90.583
1.779,7.8765,-5.8476,-0.66147,-0.027122,0.17113,3.0634,124.38,-37.999,91.507
1.878,6.172,-7.8001,-0.3615,-0.056056,0.21616,3.3908,124.74,-54.22,92.633
1.977,4.3473,-8.9687,-0.55834,-0.073885,0.22388,4.069,126.53,-71.533,95.136
2.076,1.9489,-10.308,0.011526,-0.092868,0.30029,4.2633,-100.48,-88.031,-131.03
2.175,-4.0994,-9.0366,-0.263,-0.041372,0.33973,4.2448,-61.624,-65.92,-91.148
2.273,-7.6789,-6.1208,-0.29504,-0.099546,0.29162,4.452,-60.436,-42.797,-88.865
2.372,-8.4845,-3.4077,0.63333,-0.15844,0.28394,4.573,-60.738,-19.741,-87.533
2.471,-9.8354,1.644,0.62091,-0.14689,0.24699,4.5462,-61.284,4.4327,-86.118
2.57,-7.0881,5.6136,0.88391,-0.1614,0.30342,4.4601,-62.495,29.032,-84.249
2.669,-4.0774,9.2439,0.9396,-0.10702,0.26563,4.3174,-65.346,53.527,-80.882
2.768,0.40117,9.8191,0.28381,-0.10835,0.1789,4.1015,-79.431,77.04,-66.196
2.866,4.2826,8.8147,0.91445,-0.13794,0.19097,3.9051,145.37,77.192,69.187
2.965,7.7518,6.9062,0.83541,-0.097508,0.13947,3.7559,130.91,55.585,83.539
3.064,10.368,3.8383,0.23277,-0.043606,0.24765,3.8571,127.45,34.569,86.954
3.163,9.0699,1.293,0.17274,-0.026747,0.2114,3.8592,125.87,14.161,88.514
3.262,8.9713,-2.4112,0.20747,-0.077452,0.19428,4.2277,125.4,-6.2987,89.701
3.361,9.065,-5.5798,-0.46568,-0.10372,0.12288,4.4169,125.18,-26.739,90.708
3.459,4.8608,-8.4579,-0.31001,-0.084551,0.14544,4.5686,125.12,-48.816,91.775
3.558,0.25462,-9.3918,-0.54831,-0.097727,0.2675,4.5969,125.85,-72.241,93.773
3.657,-3.1667,-9.2404,0.2404,-0.16198,0.24366,4.6485,-64.483,-83.086,-96.045
3.756,-6.903,-6.1069,-0.11795,-0.13491,0.30437,4.6362,-58.853,-58.502,-89.385
3.855,-9.3898,-1.6795,0.42182,-0.18821,0.29724,4.5377,-58.401,-33.527,-87.795
3.953,-9.5522,3.0406,1.1153,-0.11239,0.27533,4.3953,-58.747,-8.4393,-86.47
4.052,-6.1051,6.466,0.63827,-0.15195,0.24276,4.2849,-59.809,16.539,-84.833
4.151,-3.4527,8.656,1.1517,-0.11132,0.24031,4.2138,-61.915,40.679,-82.407
4.25,0.43544,10.454,0.63513,-0.090162,0.18527,4.0974,-67.609,63.831,-76.504
4.349,4.4917,9.0162,0.53095,-0.070585,0.24685,4.1033,-120.76,84.128,-23.092
4.448,7.3433,6.3431,-0.017963,-0.046135,0.22176,4.0607,138.39,68.212,77.869
4.546,8.9153,2.6405,0.10463,-0.061219,0.23345,4.2398,131.16,45.506,85.332
4.645,10.504,0.010329,0.29893,-0.2181,0.29227,4.5161,129.15,23.502,87.711
4.744,10.349,-3.8334,-0.28591,-0.0011782,0.2204,4.8555,128.12,1.5144,89.094
4.843,7.8295,-6.6638,0.61657,-0.14851,0.21652,4.8628,127.55,-21.499,90.224
4.942,1.7335,-9.0487,-0.65788,-0.13248,0.2277,4.9014,126.78,-45.889,91.198
5.041,-2.0272,-9.4329,0.088316,-0.15343,0.2787,4.8258,128.07,-71.685,93.489
