Time,Acceleration X,Acceleration Y,Acceleration Z,Angular Velocity X,Angular Velocity Y,Angular Velocity Z,Yaw,Pitch,Roll,'16-Nov-2018 17:33:15.029'
0,-0.19849,9.9157,0.2407,0.016103,0.014869,-0.0019188,-66.212,88.079,-43.539,
0.099,-0.25193,9.9015,0.21974,0.015046,0.016974,0.00021678,-65.281,88.062,-44.461,
0.198,-0.25567,9.9043,0.22932,0.01506,0.020114,0.0044997,-64.544,88.044,-45.179,
0.297,-0.23591,9.8974,0.23247,0.016112,0.017957,0.0066294,-64.5,88.038,-45.202,
0.396,-0.2398,9.903,0.25282,0.016089,0.013727,0.0044733,-64.544,88.041,-45.15,
0.495,-0.23815,9.9048,0.21271,0.016092,0.014765,0.0066118,-64.645,88.041,-45.049,
0.593,-0.23965,9.9004,0.23561,0.017164,0.015799,0.0087591,-64.802,88.044,-44.892,
0.692,-0.21286,9.8997,0.24504,0.019305,0.016856,0.0087826,-65.4,88.06,-44.294,
0.791,-0.22962,9.8998,0.25118,0.01611,0.017944,0.0076957,-65.934,88.077,-43.757,
0.89,-0.22363,9.9073,0.23232,0.017158,0.014748,0.0076869,-66.354,88.082,-43.333,
0.989,-0.20358,9.8893,0.24714,0.018222,0.013707,0.0055572,-66.925,88.103,-42.757,
1.088,-0.23501,9.8938,0.25252,0.017162,0.014787,0.004488,-67.372,88.113,-42.31,
1.186,-0.21795,9.8902,0.24594,0.015044,0.01796,0.0066206,-67.516,88.106,-42.158,
1.285,-0.19684,9.9113,0.24549,0.014005,0.022245,0.0045026,-67.654,88.116,-42.001,
1.384,-0.20088,9.9104,0.25702,0.015048,0.017999,0.0034216,-67.701,88.131,-41.924,
1.483,-0.18576,9.9136,0.24714,0.014999,0.0085021,-0.0030291,-67.749,88.135,-41.856,
1.582,-0.26734,9.9112,0.22603,0.017186,0.018018,0.0013065,-67.306,88.134,-42.314,
1.681,-0.24773,9.8962,0.23546,0.016156,0.025404,0.0066704,-65.615,88.094,-44.001,
1.779,-0.20627,9.8973,0.2639,0.016127,0.020111,0.0045085,-65.482,88.075,-44.089,
1.878,-0.2184,9.9061,0.23741,0.017155,0.012712,0.00021092,-66.075,88.09,-43.45,
