Time,Acceleration X,Acceleration Y,Acceleration Z,Angular Velocity X,Angular Velocity Y,Angular Velocity Z,Yaw,Pitch,Roll
6.327,8.3224,5.3198,0.42931,0.021501,0.016451,-0.045589,51.135,40.105,106.71
6.425,8.2453,5.4219,0.43006,0.010855,0.011753,-0.093691,57.493,35.494,96.656
6.524,8.2526,5.5082,0.37512,0.017271,0.0078419,-0.12352,59.452,34.121,93.354
6.623,8.1999,5.5871,0.5037,0.031246,0.023782,-0.12545,60.46,33.732,91.603
6.722,8.0667,5.7121,0.4314,0.024771,0.004084,-0.16613,61.006,33.957,90.629
6.821,7.9575,5.8675,0.51673,0.022691,0.0036272,-0.21521,61.436,34.496,89.804
6.92,7.956,5.9301,0.46658,0.026915,-0.0068433,-0.23016,61.81,35.305,89.148
7.018,7.7218,6.1476,0.47885,0.021665,0.0060456,-0.23866,62.16,36.102,88.691
7.117,7.5737,6.3013,0.55011,0.028041,-0.00026738,-0.24611,62.44,36.9,88.287
7.216,7.4636,6.4806,0.52241,0.033476,0.019708,-0.22783,62.701,38.039,87.897
7.315,7.2327,6.7302,0.59591,0.01939,-0.014345,-0.22386,62.988,39.379,87.472
7.414,7.1258,6.8921,0.49771,0.017377,0.0068755,-0.21843,63.259,40.696,87.134
