Time,Acceleration X,Acceleration Y,Acceleration Z,Angular Velocity X,Angular Velocity Y,Angular Velocity Z,Yaw,Pitch,Roll
0,10.009,0.060774,0.049697,-0.035898,0.10465,1.1083,-90.362,0.036671,89.741
0.099,9.9269,-0.72135,0.027692,-0.06819,0.11513,1.3907,-90.815,-6.6221,90.226
0.198,9.8166,-1.7466,0.20268,-0.070424,0.16823,1.7471,120.6,-14.92,90.868
0.296,9.4358,-3.1719,-0.17618,-0.12194,0.20271,2.1596,120.17,-25.094,91.638
0.395,9.0554,-4.6667,-0.049098,-0.1497,0.31682,2.754,119.8,-37.698,92.718
0.494,7.8386,-6.3601,-0.10822,-0.04444,0.50116,3.1398,120.04,-53.288,94.669
0.593,3.8377,-8.3163,-0.3868,-0.1007,0.37683,3.1418,122.51,-70.03,99.068
0.692,0.95591,-9.5692,1.2276,-0.070663,0.44425,3.3632,159.65,-86.149,138.05
0.791,-1.3159,-10.63,0.14056,-0.040166,0.21793,3.503,-77.972,-74.007,-98.08
0.89,-4.8849,-8.6673,0.011825,-0.038431,0.30357,3.3733,-73.237,-55.243,-92.306
0.988,-7.6213,-5.5243,0.095352,0.014715,0.20008,3.0352,-72.195,-36.168,-90.074
1.087,-9.3832,-2.1172,0.91475,-0.20537,0.14971,2.9467,-72.289,-19.429,-88.907
1.186,-8.5598,-0.96534,1.3725,-0.09078,0.19314,2.8466,-71.934,-3.3453,-88.107
1.285,-9.1726,2.3904,0.6498,-0.10468,0.22998,3.0567,-72.018,12.344,-87.209
1.384,-8.2978,4.004,0.36255,-0.13692,0.27207,3.4513,-72.319,28.512,-86.096
1.483,-7.6695,6.3796,0.59681,-0.11717,0.29275,4.0167,-73.272,46.612,-84.098
1.581,-4.5907,8.536,0.43724,-0.11498,0.37443,4.384,-77.658,67.331,-78.872
1.68,-0.97732,9.1027,1.5395,-0.081096,0.35262,4.5058,-167.77,85.936,12.049
1.779,5.2235,9.6919,0.31001,-0.0039034,0.27415,4.7246,122.41,64.79,82.914
1.878,7.9548,6.4136,-0.016765,0.026724,0.22879,4.7715,118.7,39.967,87.572
1.977,10.673,1.6892,-0.083077,-0.012421,0.25937,4.6306,117.92,14.256,89.346
2.076,9.7715,-3.5132,-0.14595,-0.073949,0.24327,4.2226,117.83,-11.333,90.632
2.175,7.0857,-7.1843,-0.35446,-0.07328,0.1082,3.87,118.13,-35.698,92.006
2.273,3.3927,-9.3084,-0.67285,-0.075141,0.14493,3.8254,119.45,-59.054,94.403
2.372,0.0097298,-10.41,-0.45386,-0.080742,0.13736,4.0109,127.73,-80.081,103.26
2.471,-1.6841,-9.8756,-0.011975,-0.11669,0.281,4.455,-74.721,-78.619,-98.6
2.57,-5.6582,-8.6186,-0.1931,-0.31157,0.23561,4.7357,-68.043,-56.652,-91.418
2.669,-7.9369,-3.9233,0.95681,-0.115,0.29563,4.9104,-66.995,-32.488,-89.077
2.768,-9.8591,2.1323,-0.17753,-0.057661,0.26852,5.0249,-66.552,-6.6207,-87.625
2.866,-7.4882,4.8406,0.62869,-0.10449,0.3151,5.1431,-67.247,19.992,-86.027
2.965,-4.4881,8.199,1.0721,-0.06856,0.24031,5.0715,-69.674,46.932,-83.206
3.064,1.2068,9.2365,0.52181,-0.09719,0.21122,4.7608,-81.649,74.839,-70.861
3.163,6.4127,8.3935,0.44847,-0.15134,0.1922,4.4169,135.69,76.047,72.058
3.262,8.9713,4.1613,0.52616,0.043425,0.26454,4.3677,122.86,50.477,85.004
3.361,10.273,2.3107,0.81056,-0.028111,0.25756,4.3479,119.91,26.477,87.761
3.46,11.111,-2.4651,-0.14101,-0.047897,0.243,4.7603,118.91,3.1806,89.299
3.558,8.8316,-5.4344,-0.77209,-0.11127,0.39899,4.9846,118.92,-20.426,90.734
3.657,5.0547,-9.5343,-0.18277,-0.18269,0.28252,5.2169,119.55,-45.355,92.359
3.756,-0.3591,-11.062,-0.80233,-0.11201,0.30464,5.1302,121.82,-71.842,96.02
3.855,-4.1658,-7.9398,-0.053289,-0.16399,0.37406,5.209,-71.318,-79.317,-96.748
3.954,-7.3756,-4.0956,-0.10299,-0.084573,0.28641,5.3084,-65.713,-51.713,-89.802
4.053,-9.5385,-0.0032932,0.56567,-0.12507,0.28614,5.2537,-65.328,-23.859,-87.814
4.152,-7.4409,5.9022,0.87269,-0.083331,0.2741,5.0972,-66.035,4.5025,-86.119
4.25,-3.5599,9.9525,0.9839,-0.12065,0.24052,4.8941,-67.716,33.07,-84.013
4.349,1.8835,9.4352,0.9149,-0.12455,0.28125,4.7844,-72.456,61.228,-78.976
4.448,6.1588,8.0363,0.46029,-0.041159,0.14467,4.8814,-146.67,85.112,-4.6856
4.547,8.2486,4.7129,1.6327,-0.069596,0.23762,5.031,127.49,63.484,81.224
4.646,10.533,0.38425,-0.63423,-0.016556,0.22621,5.2542,122.46,37.75,86.712
4.745,10.565,-3.9801,-0.069755,-0.086653,0.29597,5.3106,121.03,10.927,88.931
4.843,6.4393,-8.781,-0.20223,-0.11979,0.29461,5.3433,120.22,-16.343,90.314
4.942,2.0762,-10.904,-0.3118,-0.15418,0.27341,5.4325,120.09,-44.892,91.623
5.041,-3.9621,-9.147,0.02904,-0.16018,0.32642,5.3624,122.7,-73.691,95.408
5.14,-7.4835,-5.0209,-0.046404,-0.072446,0.34822,5.2971,-67.365,-77.152,-93.555
5.239,-9.1464,-0.3365,0.18112,-0.075014,0.26488,5.239,-64.016,-47.956,-89.137
5.338,-7.5612,4.8468,0.74276,-0.12202,0.25365,5.213,-63.871,-18.731,-87.56
5.436,-4.8767,7.998,0.92268,-0.16914,0.22721,5.2114,-64.848,9.8423,-85.928
5.535,0.16032,9.6856,1.1788,-0.16455,0.28145,5.2128,-67.066,38.52,-83.461
5.634,4.9101,9.4076,0.77763,-0.12377,0.31645,5.2112,-73.934,66.593,-76.601
5.733,8.4151,5.4654,0.32872,-0.1771,0.31407,5.1585,158.65,82.674,50.911
5.832,9.6916,0.81371,0.63139,-0.16411,0.33775,5.1331,125.52,54.783,84.25
