Time,Acceleration X,Acceleration Y,Acceleration Z,Angular Velocity X,Angular Velocity Y,Angular Velocity Z,Yaw,Pitch,Roll,'16-Nov-2018 17:46:21.612'
0,-4.0844,8.9972,0.16451,0.017125,0.013423,0.029008,8.9833,65.326,-87.612,
0.099,-4.0871,9.0041,0.15852,0.016072,0.014569,0.022607,8.9482,65.458,-87.605,
0.198,-4.0391,9.0244,0.16211,0.017156,0.015721,0.015157,8.9249,65.565,-87.6,
0.297,-4.0636,9.0159,0.17903,0.015024,0.014755,0.0076694,8.9052,65.624,-87.597,
0.395,-4.0525,9.0264,0.17873,0.013986,0.019054,0.004485,8.8919,65.65,-87.592,
0.494,-4.0605,9.0014,0.17409,0.012922,0.019096,0.0012773,8.9247,65.658,-87.614,
0.593,-4.0709,8.9987,0.15508,0.016126,0.019099,0.00023729,8.951,65.638,-87.624,
0.692,-4.0699,9.006,0.14924,0.01293,0.019174,-0.0051207,9.0037,65.606,-87.658,
0.791,-4.1064,8.9776,0.16136,0.011877,0.021319,-0.0061841,9.0251,65.554,-87.664,
0.89,-4.1196,8.9707,0.18367,0.014017,0.022363,-0.0050944,9.0649,65.478,-87.68,
0.988,-4.1109,8.9668,0.15059,0.014025,0.02344,-0.0061548,9.0977,65.406,-87.686,
1.087,-4.1248,8.992,0.16256,0.011886,0.022409,-0.0083109,9.1399,65.346,-87.688,
1.186,-4.1245,8.9753,0.1696,0.010834,0.024566,-0.010441,9.183,65.272,-87.69,
1.285,-4.1569,8.9679,0.17364,0.012967,0.023535,-0.013628,9.2428,65.193,-87.707,
1.384,-4.1459,8.9484,0.16271,0.012963,0.022497,-0.015766,9.2957,65.099,-87.716,
1.483,-4.2051,8.9351,0.16136,0.014028,0.022467,-0.013625,9.3529,64.986,-87.73,
1.582,-4.2278,8.9505,0.169,0.015081,0.021322,-0.0072241,9.3873,64.86,-87.726,
1.68,-4.2286,8.9435,0.17409,0.014003,0.020222,-0.0040397,9.4133,64.749,-87.725,
1.779,-4.2537,8.9259,0.16735,0.015044,0.016961,0.0012831,9.4465,64.675,-87.737,
1.878,-4.2368,8.9153,0.17139,0.021396,0.0094148,0.0076928,9.4583,64.622,-87.733,
1.977,-4.244,8.9158,0.17094,0.019252,0.010329,0.020477,9.4643,64.599,-87.746,
2.076,-4.2004,8.9349,0.19115,0.020307,0.0092095,0.024745,9.4084,64.614,-87.727,
2.175,-4.1355,8.9626,0.20597,0.018168,0.0071668,0.018318,9.3573,64.69,-87.718,
2.273,-4.1748,8.9478,0.17768,0.019228,0.0050877,0.01405,9.2979,64.81,-87.704,
2.372,-4.1423,8.9732,0.15732,0.022447,0.0062456,0.0055514,9.2447,64.899,-87.703,
2.471,-4.1878,8.9566,0.1687,0.020332,0.010456,0.0098225,9.2109,64.98,-87.739,
2.57,-4.1519,8.9571,0.17573,0.013995,0.021142,0.0076957,9.1215,64.963,-87.71,
2.669,-4.1423,8.9608,0.1916,0.016121,0.019047,0.0045026,9.0921,64.992,-87.704,
2.768,-4.1829,8.9605,0.17259,0.014005,0.022245,0.0045026,9.0774,65.009,-87.68,
2.866,-4.1542,8.9542,0.15657,0.019283,0.01264,0.0055601,9.082,65.011,-87.659,
2.965,-4.157,8.9584,0.13607,0.0235,0.0041013,0.0066148,9.1475,65.003,-87.694,
3.064,-4.1772,8.9571,0.17229,0.025625,0.0029913,0.0098255,9.1024,64.992,-87.66,
3.163,-4.1946,8.9195,0.17648,0.021363,0.0070912,0.023676,9.0403,64.992,-87.664,
3.262,-4.1625,8.9458,0.20238,0.016049,0.012337,0.031126,8.9552,64.979,-87.668,
3.361,-4.1224,9.014,0.16945,0.01499,0.012419,0.024719,8.8452,65.028,-87.625,
3.459,-4.0961,8.9934,0.14295,0.022445,0.00823,0.017293,8.7862,65.145,-87.6,
3.558,-4.0367,9.0619,0.16316,0.017103,0.0031886,-0.0041071,8.7866,65.29,-87.628,
